LECROYWS4104HD,18971,Waveform
Segments,1,SegmentSize,2502
Segment,TrigTime,TimeSinceSegment1
#1,14-Jan-2025 18:33:45,0                 
Time,Ampl
-2.002058e-007,0.0212023
-1.998058e-007,0.00708499
-1.994058e-007,0.0212023
-1.990058e-007,0.0212023
-1.986058e-007,0.0117907
-1.982058e-007,0.0188494
-1.978058e-007,0.0117907
-1.974058e-007,0.0141436
-1.970058e-007,0.0212023
-1.966058e-007,0.0235551
-1.962058e-007,0.0164965
-1.958058e-007,0.0235551
-1.954058e-007,0.00943787
-1.950058e-007,0.0235551
-1.946058e-007,0.0235551
-1.942058e-007,0.0188494
-1.938058e-007,0.00708499
-1.934058e-007,0.0141436
-1.930058e-007,0.0141436
-1.926058e-007,0.0212023
-1.922058e-007,0.0212023
-1.918058e-007,0.0164965
-1.914058e-007,0.0117907
-1.910058e-007,0.0117907
-1.906058e-007,0.0141436
-1.902058e-007,0.0188494
-1.898058e-007,0.0235551
-1.894058e-007,0.0141436
-1.890058e-007,0.0164965
-1.886058e-007,0.025908
-1.882058e-007,0.00943787
-1.878058e-007,0.025908
-1.874058e-007,0.0141436
-1.870058e-007,0.0164965
-1.866058e-007,0.0141436
-1.862058e-007,0.0282609
-1.858058e-007,0.0164965
-1.854058e-007,0.0141436
-1.850058e-007,0.0117907
-1.846058e-007,0.0212023
-1.842058e-007,0.0164965
-1.838058e-007,0.0188494
-1.834058e-007,0.0212023
-1.830058e-007,0.0117907
-1.826058e-007,0.0117907
-1.822058e-007,0.025908
-1.818058e-007,0.0141436
-1.814058e-007,0.0212023
-1.810058e-007,0.0117907
-1.806058e-007,0.0212023
-1.802058e-007,0.00708499
-1.798058e-007,0.0188494
-1.794058e-007,0.0117907
-1.790058e-007,0.0212023
-1.786058e-007,0.0164965
-1.782058e-007,0.0212023
-1.778058e-007,0.0141436
-1.774058e-007,0.0164965
-1.770058e-007,0.0212023
-1.766058e-007,0.00943787
-1.762058e-007,0.0117907
-1.758058e-007,0.025908
-1.754058e-007,0.0212023
-1.750058e-007,0.0141436
-1.746058e-007,0.0212023
-1.742058e-007,0.0188494
-1.738058e-007,0.0141436
-1.734058e-007,0.0188494
-1.730058e-007,0.0117907
-1.726058e-007,0.0282609
-1.722058e-007,0.0117907
-1.718058e-007,0.0164965
-1.714058e-007,0.0164965
-1.710058e-007,0.0117907
-1.706058e-007,0.0141436
-1.702058e-007,0.0164965
-1.698058e-007,0.0188494
-1.694058e-007,0.0235551
-1.690058e-007,0.0212023
-1.686058e-007,0.0235551
-1.682058e-007,0.0117907
-1.678058e-007,0.0141436
-1.674058e-007,0.0164965
-1.670058e-007,0.0212023
-1.666058e-007,0.0141436
-1.662058e-007,0.0164965
-1.658058e-007,0.0212023
-1.654058e-007,0.0117907
-1.650058e-007,0.0188494
-1.646058e-007,0.0306138
-1.642058e-007,0.0235551
-1.638058e-007,0.0188494
-1.634058e-007,0.0164965
-1.630058e-007,0.0141436
-1.626058e-007,0.0164965
-1.622058e-007,0.0188494
-1.618058e-007,0.0212023
-1.614058e-007,0.0141436
-1.610058e-007,0.00708499
-1.606058e-007,0.0164965
-1.602058e-007,0.0117907
-1.598058e-007,0.0188494
-1.594058e-007,0.0212023
-1.590058e-007,0.025908
-1.586058e-007,0.0164965
-1.582058e-007,0.0164965
-1.578058e-007,0.0188494
-1.574058e-007,0.0188494
-1.570058e-007,0.0117907
-1.566058e-007,0.0212023
-1.562058e-007,0.0188494
-1.558058e-007,0.0212023
-1.554058e-007,0.0117907
-1.550058e-007,0.025908
